,amt,city,Hour,category,customer_id,city_pop,zip,state,Day,is_hour_23,DayOfWeek,Month,gender,is_hour_1,is_business_day,is_hour_3,is_hour_2,is_day_12,is_day_25,is_payment_day_20,is_fraud
18,23.21,1.1277688729595654,13,-0.7624900215463709,178594,2456.0,7439.0,-0.6159506196811271,3,0,2,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
19,23.5,1.0612081064412264,15,-0.9102272605448781,175036,1075.0,51006.0,0.2861780043484511,1,0,0,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
20,9.3,0.0,5,-0.6232182924237895,67951,171170.0,93552.0,0.15850505294914607,10,0,6,2,0.06780933672393567,0,0,0,0,0,0,0,0.0
21,7.63,0.0,22,-0.6232182924237895,242919,2036.0,51521.0,0.2861780043484511,1,0,2,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
22,32.25,0.0,12,-1.7414006772859965,74797,149.0,99160.0,-0.8656597940602305,13,0,2,2,-0.060480861447470585,0,1,0,0,0,0,0,0.0
23,2.85,0.0,19,1.1218691508323768,159863,7268.0,87035.0,-0.06693029458104154,25,0,0,3,0.06780933672393567,0,1,0,0,0,1,0,0.0
24,180.56,0.0,13,-0.7624900215463709,73059,2607.0,55080.0,0.16898721034396544,12,0,1,2,-0.060480861447470585,0,1,0,0,1,0,0,0.0
25,98.54,0.0,10,0.924392147842978,139658,1988.0,12455.0,0.24830424725916417,17,0,6,3,0.06780933672393567,0,0,0,0,0,0,0,0.0
26,95.61,1.408482276095253,8,-0.09596916220399085,100999,736284.0,40202.0,0.2519473396944386,28,0,3,2,-0.060480861447470585,0,1,0,0,0,0,0,0.0
27,307.24,1.4673227761181862,3,0.924392147842978,284366,3224.0,4287.0,0.9411829173791532,20,0,0,5,0.06780933672393567,0,1,1,0,0,0,1,1.0
28,95.82,0.0,21,-0.8769125935111616,2088,2471.0,12466.0,0.24830424725916417,1,0,1,1,0.06780933672393567,0,1,0,0,0,0,0,0.0
29,1.6,0.0,14,-1.7414006772859965,25346,9594.0,54487.0,-0.06818746454311447,15,0,1,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
30,10.5,0.06571418002525332,18,-0.7624900215463709,156610,166081.0,18103.0,-0.33024966895877095,24,0,6,3,-0.060480861447470585,0,0,0,0,0,0,0,0.0
31,5.65,0.0,14,-0.588837873889145,277427,3495.0,28654.0,-0.1131596378888,17,0,4,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
32,401.44,1.4680946788967681,20,-0.588837873889145,151266,477.0,3601.0,0.5689987510364858,22,0,4,3,0.06780933672393567,0,1,0,0,0,0,0,0.0
33,143.61,0.0,18,1.1218691508323768,191536,5760.0,66018.0,0.3272014437787832,8,0,0,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
34,106.77,1.6496443329121409,10,0.924392147842978,261230,1565.0,42634.0,0.2519473396944386,10,0,4,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
35,4.46,0.0,1,-0.6232182924237895,301753,1252.0,97375.0,-0.1437972224988989,27,0,0,5,-0.060480861447470585,1,1,0,0,0,0,0,0.0
36,24.24,0.0,17,-0.9102272605448781,108934,217.0,32323.0,0.2459494145081303,3,0,6,3,-0.060480861447470585,0,0,0,0,0,0,0,0.0
37,1.04,0.0,22,0.11472769218192846,195360,10076.0,70774.0,-0.9963334395476915,10,0,2,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
38,85.98,0.0,13,-0.8769125935111616,89230,928.0,60072.0,0.40769228052098855,22,0,4,2,0.06780933672393567,0,1,0,0,0,0,0,0.0
39,10.06,1.2078115806331018,18,-0.9102272605448781,204008,568.0,52576.0,0.2861780043484511,14,0,6,4,0.06780933672393567,0,0,0,0,0,0,0,0.0
40,18.08,2.0440596048337203,22,-1.1273689906103954,160253,389246.0,80019.0,-0.20665365745348527,25,0,0,3,0.06780933672393567,0,1,0,0,0,1,0,1.0
41,83.44,0.0,9,0.924392147842978,12799,1780.0,3905.0,0.9411829173791532,8,0,1,1,0.06780933672393567,0,1,0,0,0,0,0,0.0
42,43.77,0.0,20,-0.8769125935111616,59392,502.0,41810.0,0.2519473396944386,4,0,0,2,-0.060480861447470585,0,1,0,0,0,0,0,0.0
43,31.95,0.0,2,-1.444683199224616,148039,4154.0,83252.0,0.20054907055321983,21,0,3,3,0.06780933672393567,0,1,0,1,0,0,0,0.0
44,173.62,0.0,15,-1.7414006772859965,214139,2121.0,1257.0,-0.053572130906173396,19,0,4,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
45,7.59,0.0,1,1.1218691508323768,231051,258.0,76566.0,-0.1883299707076134,27,0,5,4,0.06780933672393567,1,0,0,0,0,0,0,0.0
46,115.07,0.0,10,0.924392147842978,302928,2206.0,29809.0,0.3334117904681068,27,0,0,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
47,782.4,3.405036157969321,22,0.9184968547574354,209419,2142.0,73624.0,-0.2511725138550665,16,0,1,4,0.06780933672393567,0,1,0,0,0,0,0,1.0
48,885.76,0.9411829173791532,3,0.9184968547574354,144910,391389.0,37932.0,0.5000656006520037,19,0,1,3,-0.060480861447470585,0,1,1,0,0,0,0,1.0
49,100.98,0.0,13,-1.444683199224616,68496,21902.0,25526.0,-0.7925721285847098,10,0,6,2,-0.060480861447470585,0,0,0,0,0,0,0,0.0
50,111.63,0.0,19,-0.7624900215463709,137960,18128.0,78584.0,-0.1883299707076134,16,0,5,3,-0.060480861447470585,0,0,0,0,0,0,0,0.0
51,132.51,0.0,3,0.924392147842978,186392,754.0,61560.0,0.40769228052098855,7,0,6,4,-0.060480861447470585,0,0,1,0,0,0,0,0.0
52,44.14,0.0,0,0.9184968547574354,288666,139.0,16048.0,-0.33024966895877095,22,0,2,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
53,214.8,0.0,9,0.924392147842978,90435,3104.0,49101.0,0.21347107588762151,23,0,5,2,-0.060480861447470585,0,0,0,0,0,0,0,0.0
54,828.62,0.0,22,0.9184968547574354,91289,3764.0,48436.0,0.21347107588762151,23,0,5,2,0.06780933672393567,0,0,0,0,0,0,0,1.0
55,22.37,0.0,17,-1.7414006772859965,223013,18128.0,78584.0,-0.1883299707076134,22,0,0,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
56,35.57,0.0,22,-0.7624900215463709,74106,15426.0,54981.0,-0.06818746454311447,12,0,1,2,-0.060480861447470585,0,1,0,0,1,0,0,0.0
57,18.83,0.8954368955909492,23,-1.1273689906103954,93478,878.0,53801.0,-0.06818746454311447,24,1,6,2,-0.060480861447470585,0,0,0,0,0,0,0,1.0
58,26.45,0.0,21,-1.7414006772859965,260348,224256.0,33967.0,0.2459494145081303,9,0,3,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
59,5.74,0.0,3,-0.6232182924237895,218026,133.0,43070.0,-0.3730982481864606,21,0,6,4,-0.060480861447470585,0,0,1,0,0,0,0,0.0
60,89.36,0.0,22,-1.7414006772859965,135699,69793.0,28117.0,-0.1131596378888,15,0,4,3,0.06780933672393567,0,1,0,0,0,0,0,0.0
61,68.19,0.7659788283540624,8,-1.444683199224616,250165,673342.0,48206.0,0.21347107588762151,5,0,6,5,0.06780933672393567,0,0,0,0,0,0,0,0.0
62,285.62,0.3785322257485765,8,0.924392147842978,126845,35439.0,63010.0,-0.1157774404308786,11,0,0,3,0.06780933672393567,0,1,0,0,0,0,0,1.0
63,77.02,0.0,15,-1.1273689906103954,208933,1201.0,65680.0,-0.1157774404308786,16,0,1,4,0.06780933672393567,0,1,0,0,0,0,0,0.0
64,57.69,0.0,3,-0.09596916220399085,12331,895.0,99033.0,-0.8656597940602305,8,0,1,1,0.06780933672393567,0,1,1,0,0,0,0,0.0
65,3.15,0.0,21,-0.6232182924237895,157188,1749.0,68638.0,0.3461998779406281,24,0,6,3,-0.060480861447470585,0,0,0,0,0,0,0,0.0
66,97.52,0.0,21,-1.7414006772859965,239430,2054.0,16034.0,-0.33024966895877095,29,0,0,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
67,56.07,0.9454473161656106,18,-0.7624900215463709,246175,140.0,56729.0,0.16898721034396544,3,0,4,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
68,68.14,0.5348671073906758,4,-0.09596916220399085,93834,269.0,67584.0,0.3272014437787832,25,0,0,2,0.06780933672393567,0,1,0,0,0,1,0,0.0
69,54.57,0.0,2,-0.5850295544656944,90095,229.0,58769.0,-0.268094939176476,23,0,5,2,0.06780933672393567,0,0,0,1,0,0,0,0.0
70,18.72,0.0,15,1.1218691508323768,34958,413574.0,74131.0,-0.2511725138550665,21,0,0,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
71,56.21,0.40930388441533005,11,0.924392147842978,269582,601723.0,20017.0,0.40930388441533005,13,0,0,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
72,9.13,0.0,11,0.11472769218192846,28166,642.0,25106.0,-0.7925721285847098,17,0,3,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
73,1.64,0.0,13,-0.588837873889145,174814,1925.0,25442.0,-0.7925721285847098,1,0,0,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
74,66.12,0.0,2,-0.09596916220399085,227322,5901.0,35747.0,0.37688069771010346,25,0,3,4,0.06780933672393567,0,1,0,1,0,1,0,0.0
75,281.77,1.817577152253996,0,0.924392147842978,75509,3776.0,33956.0,0.2459494145081303,14,0,3,2,0.06780933672393567,0,1,0,0,0,0,0,1.0
76,71.64,0.0,9,-0.5850295544656944,224455,105638.0,32960.0,0.2459494145081303,23,0,1,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
77,18.28,0.0,13,-0.9102272605448781,238156,233717.0,92882.0,0.15850505294914607,29,0,0,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
78,16.05,0.40805466501489807,20,-1.7414006772859965,67302,1595797.0,78248.0,-0.1883299707076134,9,0,5,2,0.06780933672393567,0,0,0,0,0,0,0,0.0
79,168.0,1.900958761193047,21,-0.7624900215463709,201602,178.0,79539.0,-0.1883299707076134,13,0,5,4,-0.060480861447470585,0,0,0,0,0,0,0,0.0
80,64.23,0.0,6,-0.09596916220399085,164151,2290.0,28423.0,-0.1131596378888,28,0,3,3,0.06780933672393567,0,1,0,0,0,0,0,0.0
81,63.36,0.0,10,-0.09596916220399085,281952,1532.0,62571.0,0.40769228052098855,19,0,6,5,0.06780933672393567,0,0,0,0,0,0,0,0.0
82,55.97,0.0,6,-0.09596916220399085,54328,695.0,51453.0,0.2861780043484511,2,0,5,2,0.06780933672393567,0,0,0,0,0,0,0,0.0
83,60.43,0.0,13,-1.444683199224616,155807,3766.0,21750.0,-0.0993454599280651,24,0,6,3,0.06780933672393567,0,0,0,0,0,0,0,0.0
84,10.22,0.010108389320761057,18,-0.9102272605448781,149236,158701.0,37132.0,0.5000656006520037,21,0,3,3,0.06780933672393567,0,1,0,0,0,0,0,0.0
85,61.65,0.0,15,-0.7624900215463709,282694,5354.0,28901.0,-0.1131596378888,19,0,6,5,0.06780933672393567,0,0,0,0,0,0,0,0.0
86,57.23,0.0,16,-1.444683199224616,246004,128354.0,60432.0,0.40769228052098855,3,0,4,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
87,73.69,0.0,16,-1.1273689906103954,172158,168.0,15727.0,-0.33024966895877095,31,0,6,3,0.06780933672393567,0,0,0,0,0,0,0,0.0
88,84.0,0.0,5,1.1218691508323768,114982,123.0,93627.0,0.15850505294914607,6,0,2,3,0.06780933672393567,0,1,0,0,0,0,0,0.0
89,690.66,2.171249090932959,1,0.9184968547574354,271479,4198.0,38677.0,0.19361663377757496,14,0,1,5,-0.060480861447470585,1,1,0,0,0,0,0,1.0
90,811.28,1.900958761193047,1,0.11472769218192846,144788,178.0,79539.0,-0.1883299707076134,19,0,1,3,-0.060480861447470585,1,1,0,0,0,0,0,1.0
91,1.26,0.0,13,-0.6232182924237895,37124,203571.0,2908.0,0.0,22,0,1,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
92,20.95,1.8544387455581541,20,-0.7624900215463709,147611,107941.0,94015.0,0.15850505294914607,20,0,2,3,-0.060480861447470585,0,1,0,0,0,0,1,0.0
93,43.19,0.0,18,-1.444683199224616,216921,2504700.0,11217.0,0.24830424725916417,20,0,5,4,-0.060480861447470585,0,0,0,0,0,0,1,0.0
94,66.28,0.0,12,-0.8769125935111616,8462,1841.0,31042.0,-0.2822795741684324,6,0,6,1,0.06780933672393567,0,0,0,0,0,0,0,0.0
95,10.78,0.0,22,-0.7624900215463709,16764,2328.0,53153.0,-0.06818746454311447,10,0,3,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
96,104.36,0.0,13,-1.7414006772859965,235068,207410.0,22213.0,-0.6390671878160328,28,0,6,4,0.06780933672393567,0,0,0,0,0,0,0,0.0
97,41.47,1.3901331374270565,13,-0.8769125935111616,32608,1930.0,95567.0,0.15850505294914607,20,0,6,1,-0.060480861447470585,0,0,0,0,0,0,1,0.0
98,156.86,0.0,22,-0.7624900215463709,255323,571.0,26237.0,-0.7925721285847098,6,0,0,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
99,71.74,0.0,9,0.924392147842978,302862,9496.0,38060.0,0.5000656006520037,27,0,0,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
100,30.35,-0.48386443003797086,19,1.1218691508323768,15328,1526206.0,19154.0,-0.33024966895877095,9,0,2,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
101,9.41,0.0,20,-0.9102272605448781,93121,258.0,76566.0,-0.1883299707076134,24,0,6,2,0.06780933672393567,0,0,0,0,0,0,0,0.0
102,58.72,0.0,10,-0.09596916220399085,105065,6581.0,71232.0,-0.9963334395476915,2,0,5,3,-0.060480861447470585,0,0,0,0,0,0,0,0.0
103,2.48,0.0,12,0.11472769218192846,34600,2607.0,55080.0,0.16898721034396544,21,0,0,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
104,279.67,0.0,7,0.924392147842978,150158,7369.0,27051.0,-0.1131596378888,22,0,4,3,0.06780933672393567,0,1,0,0,0,0,0,1.0
105,35.37,0.0,22,-0.7624900215463709,57317,3996.0,35049.0,0.37688069771010346,3,0,6,2,0.06780933672393567,0,0,0,0,0,0,0,0.0
106,9.05,1.1727202608218317,0,-0.09596916220399085,297708,1810.0,62262.0,0.40769228052098855,26,0,6,5,-0.060480861447470585,0,0,0,0,0,0,0,1.0
107,11.88,0.0,12,-1.1273689906103954,75978,19054.0,20895.0,-0.0993454599280651,14,0,3,2,0.06780933672393567,0,1,0,0,0,0,0,0.0
108,21.13,1.4062625193569398,15,-1.1273689906103954,17685,1643.0,4555.0,0.9411829173791532,11,0,4,1,-0.060480861447470585,0,1,0,0,0,0,0,1.0
109,203.06,2.015369112370791,0,0.924392147842978,274535,365.0,24927.0,-0.7925721285847098,16,0,3,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
110,146.15,0.0,14,-1.7414006772859965,293298,635.0,82221.0,0.06627424724795804,24,0,4,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
111,37.53,0.0,17,-1.7414006772859965,191343,12335.0,27522.0,-0.1131596378888,8,0,0,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
112,98.32,0.0,3,0.9184968547574354,183583,14871.0,98233.0,-0.8656597940602305,6,0,5,4,-0.060480861447470585,0,0,1,0,0,0,0,0.0
113,33.04,0.0,0,-0.5850295544656944,154382,2504700.0,11217.0,0.24830424725916417,24,0,6,3,-0.060480861447470585,0,0,0,0,0,0,0,0.0
114,58.51,0.0,8,-0.09596916220399085,271838,1126.0,49632.0,0.21347107588762151,14,0,1,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
115,57.44,2.0187417968494303,14,-1.1273689906103954,70842,6508.0,18433.0,-0.33024966895877095,11,0,0,2,-0.060480861447470585,0,1,0,0,0,0,0,0.0
116,7.05,1.4673227761181862,12,-1.444683199224616,117051,3224.0,4287.0,0.9411829173791532,7,0,3,3,0.06780933672393567,0,1,0,0,0,0,0,0.0
117,47.68,0.0,18,-1.444683199224616,28564,471.0,74633.0,-0.2511725138550665,17,0,3,1,0.06780933672393567,0,1,0,0,0,0,0,0.0
118,48.7,0.0,3,-0.5850295544656944,33909,18182.0,59714.0,0.0,21,0,0,1,0.06780933672393567,0,1,1,0,0,0,0,0.0
119,39.58,0.0,1,-0.6232182924237895,149848,1195.0,50073.0,0.2861780043484511,22,0,4,3,0.06780933672393567,1,1,0,0,0,0,0,0.0
120,56.71,0.0,3,-0.8769125935111616,107227,3066.0,19310.0,-0.33024966895877095,3,0,6,3,-0.060480861447470585,0,0,1,0,0,0,0,0.0
121,47.51,0.0,1,1.1218691508323768,195590,932.0,79548.0,-0.1883299707076134,11,0,3,4,-0.060480861447470585,1,1,0,0,0,0,0,0.0
122,75.62,1.3703305101308767,2,-0.09596916220399085,213140,397.0,12410.0,0.24830424725916417,19,0,4,4,0.06780933672393567,0,1,0,1,0,0,0,0.0
123,8.04,0.0,23,-1.7414006772859965,51275,1274.0,15829.0,-0.33024966895877095,30,1,2,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
124,457.74,0.0,9,-0.6232182924237895,273357,10717.0,14425.0,0.24830424725916417,15,0,2,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
125,191.08,0.0,11,0.924392147842978,132837,79613.0,33510.0,0.2459494145081303,14,0,3,3,-0.060480861447470585,0,1,0,0,0,0,0,0.0
126,80.3,0.0,11,-0.09596916220399085,131084,1789.0,69165.0,0.3461998779406281,13,0,2,3,-0.060480861447470585,0,1,0,0,0,0,0,0.0
127,354.0,2.6547305635694274,1,0.924392147842978,144759,454.0,58259.0,-0.268094939176476,19,0,1,3,-0.060480861447470585,1,1,0,0,0,0,0,1.0
128,17.53,0.404316342904291,23,-1.1273689906103954,268278,765.0,49895.0,0.21347107588762151,12,1,6,5,-0.060480861447470585,0,0,0,0,1,0,0,1.0
129,50.49,2.146081219226032,2,-0.09596916220399085,9912,151022.0,12222.0,0.24830424725916417,7,0,0,1,-0.060480861447470585,0,1,0,1,0,0,0,0.0
130,1.18,1.808585441062032,11,0.11472769218192846,142802,222785.0,50312.0,0.2861780043484511,18,0,0,3,-0.060480861447470585,0,1,0,0,0,0,0,0.0
131,281.96,1.1727202608218317,22,-1.7414006772859965,301229,1810.0,62262.0,0.40769228052098855,26,0,6,5,-0.060480861447470585,0,0,0,0,0,0,0,1.0
132,40.83,0.0,17,-1.1273689906103954,145704,413574.0,74130.0,-0.2511725138550665,19,0,1,3,-0.060480861447470585,0,1,0,0,0,0,0,0.0
133,163.25,0.6641961340441203,5,0.924392147842978,87566,198.0,94569.0,0.15850505294914607,21,0,3,2,0.06780933672393567,0,1,0,0,0,0,0,0.0
134,6.42,0.0,14,1.1218691508323768,89339,760.0,64874.0,-0.1157774404308786,22,0,4,2,-0.060480861447470585,0,1,0,0,0,0,0,0.0
135,165.25,2.8454203700338985,14,-0.7624900215463709,226441,205.0,47863.0,-0.08547258526790573,24,0,2,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
136,52.06,0.0,15,-0.9102272605448781,65490,2036.0,51521.0,0.2861780043484511,8,0,4,2,-0.060480861447470585,0,1,0,0,0,0,0,0.0
137,346.58,0.9201295081813208,16,0.924392147842978,210595,633.0,93529.0,0.15850505294914607,17,0,2,4,0.06780933672393567,0,1,0,0,0,0,0,1.0
138,13.29,0.0,20,-1.1273689906103954,31408,1443.0,43767.0,-0.3730982481864606,19,0,5,1,-0.060480861447470585,0,0,0,0,0,0,0,0.0
139,580.32,2.386466576974748,1,-0.8769125935111616,265353,641349.0,87109.0,-0.06693029458104154,12,0,6,5,-0.060480861447470585,1,0,0,0,1,0,0,1.0
140,84.34,0.0,0,0.924392147842978,229008,9993.0,10970.0,0.24830424725916417,26,0,4,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
141,1.91,0.0,21,-1.444683199224616,102148,167.0,29324.0,0.3334117904681068,28,0,3,2,-0.060480861447470585,0,1,0,0,0,0,0,0.0
142,2.0,0.0,13,0.11472769218192846,108222,54287.0,92585.0,0.15850505294914607,3,0,6,3,-0.060480861447470585,0,0,0,0,0,0,0,0.0
143,92.76,1.072636802264849,18,-1.7414006772859965,80988,134056.0,48088.0,0.21347107588762151,17,0,6,2,0.06780933672393567,0,0,0,0,0,0,0,0.0
144,1.5,0.1557193075998849,14,-0.588837873889145,277360,888.0,52535.0,0.2861780043484511,17,0,4,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
145,4.81,0.0,23,-1.444683199224616,239746,5927.0,20634.0,-0.0993454599280651,29,1,0,4,0.06780933672393567,0,1,0,0,0,0,0,0.0
146,81.3,0.0,3,-0.09596916220399085,294759,630.0,25049.0,-0.7925721285847098,25,0,5,5,-0.060480861447470585,0,0,1,0,0,1,0,0.0
147,5.55,0.0,23,1.1218691508323768,243007,5666.0,31771.0,-0.2822795741684324,1,1,2,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
148,19.43,0.9105600571651702,9,-0.09596916220399085,36777,344.0,40170.0,0.2519473396944386,22,0,1,1,-0.060480861447470585,0,1,0,0,0,0,0,1.0
149,85.4,0.0,8,-0.6232182924237895,30670,192805.0,44702.0,-0.3730982481864606,19,0,5,1,0.06780933672393567,0,0,0,0,0,0,0,0.0
150,60.77,0.0,20,-1.444683199224616,149374,595.0,39113.0,0.19361663377757496,21,0,3,3,0.06780933672393567,0,1,0,0,0,0,0,0.0
151,206.04,0.0,4,-0.6232182924237895,54245,8512.0,70466.0,-0.9963334395476915,2,0,5,2,0.06780933672393567,0,0,0,0,0,0,0,0.0
152,361.65,-0.0032786914616982354,9,0.9184968547574354,12857,6120.0,12986.0,0.24830424725916417,8,0,1,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
153,76.08,0.0,19,-0.9102272605448781,286323,341.0,45698.0,-0.3730982481864606,20,0,0,5,0.06780933672393567,0,1,0,0,0,0,1,0.0
154,54.1,0.0,14,-1.444683199224616,277394,759.0,98304.0,-0.8656597940602305,17,0,4,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
155,65.42,0.0,8,-0.09596916220399085,196051,47249.0,1844.0,-0.053572130906173396,11,0,3,4,0.06780933672393567,0,1,0,0,0,0,0,0.0
156,42.84,0.06571418002525332,1,-0.09596916220399085,100623,166081.0,18103.0,-0.33024966895877095,28,0,3,2,-0.060480861447470585,1,1,0,0,0,0,0,0.0
157,78.36,-0.0032786914616982354,11,-0.09596916220399085,96641,6120.0,12986.0,0.24830424725916417,26,0,1,2,-0.060480861447470585,0,1,0,0,0,0,0,0.0
158,1115.06,1.316445421635897,23,1.1218691508323768,38294,31394.0,45150.0,-0.3730982481864606,22,1,1,1,-0.060480861447470585,0,1,0,0,0,0,0,1.0
159,1030.02,1.4680946788967681,22,1.1218691508323768,286913,477.0,3601.0,0.5689987510364858,20,0,0,5,0.06780933672393567,0,1,0,0,0,0,1,1.0
160,59.94,0.0,14,0.11472769218192846,293314,2872.0,85173.0,-0.9678138848996559,24,0,4,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
161,306.6,1.5526520669248312,2,0.924392147842978,209703,46944.0,29860.0,0.3334117904681068,17,0,2,4,0.06780933672393567,0,1,0,1,0,0,0,1.0
162,68.89,0.0,5,-0.09596916220399085,126593,602.0,67038.0,0.3272014437787832,11,0,0,3,-0.060480861447470585,0,1,0,0,0,0,0,0.0
163,3.81,0.0,21,1.1218691508323768,288465,1523.0,29819.0,0.3334117904681068,21,0,1,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
164,51.83,0.19621066895462183,1,-0.5850295544656944,148008,136.0,56668.0,0.16898721034396544,21,0,3,3,-0.060480861447470585,1,1,0,0,0,0,0,0.0
165,52.58,0.0,4,-0.09596916220399085,302139,1512.0,62668.0,0.40769228052098855,27,0,0,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
166,1.79,0.0,19,0.11472769218192846,283220,92608.0,63021.0,-0.1157774404308786,19,0,6,5,0.06780933672393567,0,0,0,0,0,0,0,0.0
167,7.48,0.9358778651494598,6,-0.6232182924237895,90312,50835.0,33872.0,0.2459494145081303,23,0,5,2,-0.060480861447470585,0,0,0,0,0,0,0,0.0
168,70.75,0.0,23,-0.9102272605448781,86125,33804.0,33844.0,0.2459494145081303,19,1,1,2,0.06780933672393567,0,1,0,0,0,0,0,0.0
169,124.28,0.0,9,0.9184968547574354,63762,43102.0,22015.0,-0.6390671878160328,7,0,3,2,0.06780933672393567,0,1,0,0,0,0,0,0.0
